X1	X2	Dataset	Y
-0.8145350270630841	0.05978640924354967	Train	0
-0.11908209288713888	0.7315700923365966	Train	0
1.2974610753542555	-0.02938674672538596	Train	1
0.6978122154979916	-0.9609595228321033	Train	1
1.7303682346352312	-0.5443140806315129	Train	1
0.5657009673427296	1.4606733101588434	Train	0
1.2611275864964637	-0.6236787082077537	Train	1
0.3685644296893574	1.7443903859454049	Train	0
0.8672293287105258	-0.5678488834767528	Train	0
0.8462969568030655	1.1524422960917047	Train	0
-0.3492034328881543	-0.4259280710411159	Train	0
-0.6559771795313954	-1.83281005689527	Train	1
-1.7837468578893152	0.08329064357417966	Train	1
0.07649472955068352	0.04277629834308449	Train	0
-1.7277367172185933	1.2416089948162	Train	1
-0.05701128991554581	-1.9642916634912106	Train	1
-0.812537921382053	-0.08722214862172495	Train	0
0.20434106312165615	0.6353475919456245	Train	0
0.44583280836461503	0.37090375529712244	Train	0
0.6362097041100627	-0.5783876679735348	Train	0
-0.793275731315691	1.4214338760469984	Train	0
1.4089997150705984	0.04023919888231733	Train	1
-1.138346310132315	1.6219677274782662	Train	0
-0.7283830412134776	0.6758292276514442	Train	0
-0.29191228138553327	-1.6459484274948593	Train	1
0.11506665146814232	0.04453019885442448	Train	0
0.38867326455058965	-0.17640505959075	Train	0
0.40863880108193196	-0.5432087099845874	Train	0
-0.33149496582426985	-0.31156687889522316	Train	1
-1.4079049063753868	1.0955318120175723	Train	0
1.0987762724637138	-1.4887630886170398	Train	1
-1.0726272299543747	-1.2044223687735638	Train	1
0.5909994995485177	0.41318035920023766	Train	0
-1.3526652274800794	0.5931057754170164	Train	1
-1.586422871120478	0.6697191010432368	Train	1
-0.02571090315291897	-0.07697137905007323	Train	0
-0.1569884955603763	-0.8137890668255968	Train	1
1.9062016650316458	-0.6108097779526852	Train	1
-0.2902590862372985	-1.8814440196819828	Train	1
0.5620892703123582	-0.8828176836162142	Train	1
-0.7641732640655651	-0.4569833799338966	Train	1
-0.6224887201848461	1.2028631407926167	Train	0
-0.5090731107793276	0.3866589063987935	Train	0
0.8580757555642429	0.8691712246504453	Train	0
1.046161741995074	-0.6175665798679406	Train	0
-0.528050786800592	1.4948673522265845	Train	0
0.6742882247906564	1.21376946147234	Train	0
0.25882481980346217	-0.7229548321460353	Train	0
0.5869017212492608	0.6560753540898402	Train	0
-0.27629140779096206	0.9848323260775624	Train	0
0.30648037323498417	-0.9892631643697716	Train	1
0.8115678437408885	-0.9535792687735214	Train	1
-0.23743401123118837	-0.013904334186719507	Train	0
1.6602575913078956	0.38210820341197815	Train	1
-0.593450830131884	-0.8989961815182059	Train	1
-0.7514725123878027	-0.602608437598883	Train	0
-1.7220696341671302	1.4038155134501473	Train	0
-0.20843000211417517	1.7259502706192265	Train	0
-1.7157367468913356	0.15226801862692904	Train	1
-2.140971049466027	0.9221518261546654	Train	1
1.1961290669321707	0.2450533707398663	Train	1
-1.370247882135739	0.3801845620122243	Train	1
-1.4619531796985605	-0.034600378561640166	Train	1
-0.8679935697091059	0.9683150583819606	Train	0
1.791383476858034	0.9311537231107403	Train	1
-0.5212288536996974	-1.592373398145834	Train	1
-1.1954540442102661	-0.47849314298469525	Train	1
1.5764738159944378	0.18855601204306657	Train	1
1.124297125254252	-0.5977257469798913	Train	0
0.5632888364117219	1.4541888874747158	Train	0
2.112147711215542	0.8685869925186849	Train	1
0.3470497938184035	-0.29468088345193183	Train	0
-0.1548499684266949	-0.9894009982070285	Train	1
0.648605618346606	1.695908909234031	Train	0
0.04526178152596874	-1.5705725234376664	Train	1
0.5179936696237064	1.2195793052614743	Train	0
-1.3740142978317529	1.0740425422204323	Train	0
-1.0776753558721959	0.28851230871207495	Train	0
-1.7726181289872331	0.2986426905658112	Train	1
-0.6328091929617866	0.03505473204072737	Train	0
-0.6017454154107119	-0.4651808180447344	Train	0
1.122209977891804	-0.13902956272325628	Train	1
0.6435651419875602	0.4931458107286953	Train	0
0.5536446184994157	1.2167065659395766	Train	0
